7905892,2010-04-19 13:53:00,1453,234,$47.97,Swipe Transaction,50783,Parrish,AL,35580.0,5411,
7905893,2010-04-19 13:54:00,895,1116,$21.40,Swipe Transaction,50783,Bloomington,CA,92316.0,5411,
7905894,2010-04-19 13:54:00,986,2139,$1.40,Swipe Transaction,14528,Garden City,NY,11530.0,5499,
7905896,2010-04-19 13:54:00,1077,214,$40.37,Swipe Transaction,43632,Ukiah,CA,95482.0,5310,
7905897,2010-04-19 13:54:00,1412,3436,$27.40,Swipe Transaction,24504,Bowling Green,KY,42103.0,4214,
7905900,2010-04-19 13:54:00,1856,5949,$72.00,Swipe Transaction,11468,Fayetteville,NC,28314.0,5970,
7905901,2010-04-19 13:54:00,1916,3305,$44.87,Swipe Transaction,70626,Lake Park,GA,31636.0,7538,
7905902,2010-04-19 13:55:00,465,2433,$85.23,Swipe Transaction,24940,Dawsonville,GA,30534.0,4900,
7905903,2010-04-19 13:55:00,577,2627,$37.93,Swipe Transaction,87918,Tucson,AZ,85756.0,5912,
7905905,2010-04-19 13:55:00,1083,5173,$43.39,Online Transaction,39021,ONLINE,,,4784,
7905906,2010-04-19 13:55:00,1719,2058,$229.68,Swipe Transaction,30286,Miami,FL,33186.0,4814,
7905907,2010-04-19 13:56:00,16,49,$62.00,Swipe Transaction,49789,Maywood,IL,60153.0,5541,
7905908,2010-04-19 13:56:00,820,5040,$59.56,Swipe Transaction,88064,Barnstable,MA,2630.0,5211,
7905909,2010-04-19 13:56:00,1703,2969,$2.17,Swipe Transaction,86438,Fruita,CO,81521.0,5499,
7905910,2010-04-19 13:57:00,639,5016,$1.25,Swipe Transaction,14528,Sandusky,OH,44870.0,5499,
7905911,2010-04-19 13:57:00,779,4558,$47.16,Swipe Transaction,60569,Rockwall,TX,75087.0,5300,
7905912,2010-04-19 13:57:00,1482,1254,$146.44,Swipe Transaction,26824,Alpharetta,GA,30005.0,7538,
7905914,2010-04-19 13:57:00,1816,182,$92.00,Swipe Transaction,61195,Kokomo,IN,46901.0,5541,
7905915,2010-04-19 13:58:00,112,1134,$52.70,Online Transaction,39021,ONLINE,,,4784,
7905916,2010-04-19 13:58:00,208,2426,$35.47,Online Transaction,16798,ONLINE,,,4121,
7905917,2010-04-19 13:58:00,303,149,$43.81,Swipe Transaction,35166,Windsor,CO,80550.0,5411,
7905918,2010-04-19 13:58:00,846,3886,$15.08,Swipe Transaction,83271,Omaha,NE,68164.0,4214,
7905919,2010-04-19 13:58:00,1439,235,$9.71,Swipe Transaction,11453,San Ysidro,CA,92173.0,5812,
7905920,2010-04-19 13:59:00,92,3448,$72.05,Swipe Transaction,22204,Sioux Falls,SD,57106.0,5541,
7905921,2010-04-19 13:59:00,515,5078,$9.63,Swipe Transaction,20561,Longview,TX,75604.0,5912,
7905922,2010-04-19 13:59:00,819,3245,$4.89,Swipe Transaction,83480,Pittsburgh,PA,15226.0,9402,
7905923,2010-04-19 14:00:00,461,1209,$18.26,Swipe Transaction,83480,Canton,MI,48188.0,9402,
7905926,2010-04-19 14:00:00,1106,2183,$18.04,Swipe Transaction,86410,Glendale,CA,91206.0,5211,
7905928,2010-04-19 14:00:00,1810,5936,$44.13,Swipe Transaction,36934,Romulus,MI,48174.0,7538,
7905929,2010-04-19 14:01:00,218,2197,$12.49,Swipe Transaction,83480,Union City,NJ,7087.0,9402,
7905930,2010-04-19 14:01:00,1787,2228,$47.65,Online Transaction,39021,ONLINE,,,4784,
7905931,2010-04-19 14:03:00,240,2147,$9.54,Swipe Transaction,58526,Morristown,TN,37814.0,5921,
7905932,2010-04-19 14:03:00,511,2212,$60.00,Swipe Transaction,27092,Tucson,AZ,85719.0,4829,
7905933,2010-04-19 14:03:00,1138,2122,$15.80,Swipe Transaction,50783,Pell City,AL,35128.0,5411,
7905934,2010-04-19 14:03:00,1717,2652,$80.00,Swipe Transaction,27092,Buffalo,NY,14219.0,4829,
7905936,2010-04-19 14:03:00,1849,5904,$5.32,Swipe Transaction,50783,University Place,WA,98467.0,5411,
7905937,2010-04-19 14:03:00,1989,3800,$12.21,Swipe Transaction,11272,Upper Marlboro,MD,20774.0,7542,
7905938,2010-04-19 14:04:00,77,5906,$100.00,Swipe Transaction,27092,Mechanicsburg,PA,17050.0,4829,
7905939,2010-04-19 14:04:00,1128,4548,$18.11,Swipe Transaction,91128,Orleans,VT,5860.0,5411,
7905940,2010-04-19 14:04:00,1696,2408,$-65.00,Swipe Transaction,61195,Merritt Island,FL,32952.0,5541,
7905941,2010-04-19 14:05:00,321,5755,$5.54,Swipe Transaction,53635,Merrill,WI,54452.0,5411,
7905943,2010-04-19 14:05:00,1797,1127,$40.91,Online Transaction,15143,ONLINE,,,4784,
7905944,2010-04-19 14:06:00,598,2040,$42.86,Swipe Transaction,91128,West Stewartstown,NH,3597.0,5411,
7905945,2010-04-19 14:06:00,1266,2478,$5.01,Swipe Transaction,50783,Aberdeen,MD,21001.0,5411,
7905946,2010-04-19 14:07:00,1155,2997,$33.46,Swipe Transaction,76875,Rio Rico,AZ,85648.0,7538,
7905947,2010-04-19 14:07:00,1195,3219,$71.36,Swipe Transaction,13646,Caledonia,MN,55921.0,7538,
7905948,2010-04-19 14:07:00,1885,3424,$29.18,Swipe Transaction,71667,Winder,GA,30680.0,7538,
7905949,2010-04-19 14:08:00,61,2622,$100.51,Online Transaction,37387,ONLINE,,,4899,
7905950,2010-04-19 14:08:00,1016,2086,$6.04,Swipe Transaction,60569,Cabazon,CA,92230.0,5300,
7905952,2010-04-19 14:08:00,1444,2882,$376.38,Swipe Transaction,46965,Oceanside,NY,11572.0,7538,
7905954,2010-04-19 14:09:00,169,3256,$2.62,Swipe Transaction,98374,Sumter,SC,29153.0,5411,
7905955,2010-04-19 14:09:00,1039,5004,$80.00,Swipe Transaction,27092,Los Angeles,CA,90036.0,4829,
7905956,2010-04-19 14:09:00,1138,2122,$45.90,Online Transaction,39021,ONLINE,,,4784,
7905958,2010-04-19 14:09:00,1495,2099,$224.49,Swipe Transaction,64553,Indianapolis,IN,46256.0,5300,
7905959,2010-04-19 14:10:00,375,3354,$64.14,Swipe Transaction,83229,Conover,NC,28613.0,5411,
7905960,2010-04-19 14:11:00,178,4261,$5.70,Swipe Transaction,49789,Blue Springs,MO,64015.0,5541,
7905961,2010-04-19 14:11:00,488,5413,$17.90,Swipe Transaction,44234,Gregory,TX,78359.0,5912,
7905963,2010-04-19 14:11:00,1797,1127,$48.31,Swipe Transaction,54343,San Leandro,CA,94577.0,4121,
7905965,2010-04-19 14:12:00,1128,4548,$78.00,Swipe Transaction,59935,Newport Center,VT,5857.0,5499,
7905967,2010-04-19 14:12:00,1407,5384,$23.03,Online Transaction,39021,ONLINE,,,4784,
7905968,2010-04-19 14:12:00,1470,256,$18.71,Online Transaction,85247,ONLINE,,,5815,
7905969,2010-04-19 14:12:00,1634,2464,$15.21,Swipe Transaction,26810,Alamo,TX,78516.0,5541,
7905970,2010-04-19 14:13:00,194,4273,$206.00,Online Transaction,39991,ONLINE,,,3771,
7905972,2010-04-19 14:13:00,932,188,$1.43,Swipe Transaction,14528,Cullen,LA,71021.0,5499,
7905973,2010-04-19 14:13:00,1083,5173,$120.00,Swipe Transaction,27092,Bowling Green,KY,42103.0,4829,
7905975,2010-04-19 14:14:00,1128,4548,$-78.00,Swipe Transaction,59935,Newport Center,VT,5857.0,5499,
7905976,2010-04-19 14:14:00,1696,2408,$65.00,Swipe Transaction,61195,Merritt Island,FL,32952.0,5541,
7905977,2010-04-19 14:14:00,1926,1160,$17.27,Swipe Transaction,6478,Sanford,FL,32773.0,5411,
7905978,2010-04-19 14:14:00,1985,4085,$23.08,Swipe Transaction,3586,Alpharetta,GA,30022.0,5411,
7905979,2010-04-19 14:15:00,668,3758,$2.33,Swipe Transaction,39157,Birmingham,AL,35211.0,5912,
7905980,2010-04-19 14:15:00,1453,234,$1.42,Swipe Transaction,86438,Vernon,AL,35592.0,5499,
7905981,2010-04-19 14:15:00,1529,4985,$0.34,Swipe Transaction,14528,Pompano Beach,FL,33076.0,5499,
7905982,2010-04-19 14:16:00,61,2622,$141.49,Online Transaction,37387,ONLINE,,,4899,Insufficient Balance
7905983,2010-04-19 14:16:00,490,5963,$411.83,Swipe Transaction,42636,Hallandale,FL,33009.0,7802,
7905984,2010-04-19 14:16:00,1542,2906,$30.64,Swipe Transaction,57055,Alameda,CA,94501.0,5813,
7905985,2010-04-19 14:16:00,1696,2408,$89.10,Swipe Transaction,61195,Merritt Island,FL,32952.0,5541,
7905986,2010-04-19 14:16:00,1941,1109,$73.00,Swipe Transaction,26810,Campbell,TX,75422.0,5541,
7905987,2010-04-19 14:17:00,564,5887,$114.76,Online Transaction,38676,ONLINE,,,5816,
7905988,2010-04-19 14:17:00,1634,2464,$-75.00,Swipe Transaction,26810,Alamo,TX,78516.0,5541,
7905989,2010-04-19 14:18:00,819,3245,$17.77,Swipe Transaction,32175,Pittsburgh,PA,15237.0,7538,
7905990,2010-04-19 14:18:00,912,3845,$89.83,Swipe Transaction,60569,Miami,FL,33193.0,5300,
7905991,2010-04-19 14:18:00,1941,1109,$-73.00,Swipe Transaction,26810,Campbell,TX,75422.0,5541,
7905992,2010-04-19 14:19:00,1634,2464,$75.00,Swipe Transaction,26810,Alamo,TX,78516.0,5541,
7905993,2010-04-19 14:19:00,1712,3711,$1.25,Swipe Transaction,14528,Dallas,TX,75240.0,5499,
7905994,2010-04-19 14:20:00,0,4639,$265.49,Online Transaction,86286,ONLINE,,,5732,
7905995,2010-04-19 14:20:00,526,5917,$87.15,Swipe Transaction,32175,Miami,FL,33138.0,7538,
7905997,2010-04-19 14:20:00,1048,5037,$12.56,Swipe Transaction,60569,Baytown,TX,77520.0,5300,
7905998,2010-04-19 14:20:00,1279,4188,$52.52,Online Transaction,73186,ONLINE,,,4814,
7905999,2010-04-19 14:20:00,1403,2830,$60.00,Swipe Transaction,27092,Bumpass,VA,23024.0,4829,
7906001,2010-04-19 14:20:00,1859,2419,$50.59,Swipe Transaction,82981,Middletown,NY,10940.0,5912,
7906004,2010-04-19 14:21:00,373,2817,$46.79,Swipe Transaction,43293,Santa Fe,NM,87508.0,5499,
7906003,2010-04-19 14:21:00,373,2817,$72.00,Swipe Transaction,43293,Santa Fe,NM,87508.0,5499,
7906005,2010-04-19 14:21:00,702,4096,$30.89,Swipe Transaction,82815,Huntington Station,NY,11746.0,5310,
7906007,2010-04-19 14:21:00,1105,4119,$80.00,Swipe Transaction,27092,Leander,TX,78641.0,4829,
7906009,2010-04-19 14:22:00,976,3455,$1.92,Swipe Transaction,14528,Norwalk,CT,6854.0,5499,
7906010,2010-04-19 14:22:00,1888,1017,$82.00,Swipe Transaction,59935,Saint Louis,MO,63122.0,5499,
