7965870,2010-05-04 12:59:00,1529,4985,$25.57,Swipe Transaction,88646,Pompano Beach,FL,33076.0,5812,
7965872,2010-05-04 12:59:00,1967,5088,$8.83,Swipe Transaction,2177,Lake Forest,CA,92630.0,5411,
7965874,2010-05-04 13:00:00,823,5524,$31.35,Swipe Transaction,49789,Suffolk,VA,23434.0,5541,
7965875,2010-05-04 13:00:00,906,3760,$15.09,Swipe Transaction,98648,Tooele,UT,84074.0,5814,
7965876,2010-05-04 13:00:00,1648,2166,$8.88,Swipe Transaction,24845,Mendham,NJ,7945.0,5411,
7965877,2010-05-04 13:01:00,112,1134,$1.61,Swipe Transaction,86438,Carthage,NY,13619.0,5499,
7965878,2010-05-04 13:01:00,708,1106,$48.76,Swipe Transaction,11368,New York,NY,10069.0,5411,
7965879,2010-05-04 13:01:00,1256,5160,$29.16,Online Transaction,39021,ONLINE,,,4784,
7965880,2010-05-04 13:01:00,1449,241,$89.82,Swipe Transaction,62860,Warner Robins,GA,31093.0,5912,
7965881,2010-05-04 13:01:00,1475,1177,$16.51,Swipe Transaction,20561,Ewa Beach,HI,96706.0,5912,
7965882,2010-05-04 13:01:00,1737,5756,$22.46,Swipe Transaction,9343,Eastpointe,MI,48021.0,5812,
7965884,2010-05-04 13:01:00,1856,5949,$27.53,Swipe Transaction,17404,Fayetteville,NC,28312.0,5912,
7965885,2010-05-04 13:02:00,140,3041,$39.06,Online Transaction,39021,ONLINE,,,4784,
7965886,2010-05-04 13:02:00,563,5074,$15.96,Swipe Transaction,41438,Cochranville,PA,19330.0,4121,
7965887,2010-05-04 13:02:00,1133,2586,$100.00,Swipe Transaction,27092,Perry,NY,14530.0,4829,
7965888,2010-05-04 13:02:00,1604,2207,$1.53,Swipe Transaction,86438,Batesville,MS,38606.0,5499,
7965889,2010-05-04 13:03:00,425,5149,$94.00,Swipe Transaction,22204,Carmel,CA,93923.0,5541,
7965891,2010-05-04 13:03:00,1575,2112,$63.31,Swipe Transaction,28301,Osprey,FL,34229.0,7230,
7965892,2010-05-04 13:03:00,1694,5032,$22.70,Swipe Transaction,61195,Brooklyn,NY,11203.0,5541,
7965893,2010-05-04 13:03:00,1813,4638,$78.61,Swipe Transaction,22204,Thompsons Station,TN,37179.0,5541,
7965894,2010-05-04 13:04:00,89,2998,$-87.00,Swipe Transaction,59935,Mesilla Park,NM,88047.0,5499,
7965895,2010-05-04 13:04:00,98,4143,$7.39,Swipe Transaction,69808,Danville,IL,61832.0,5411,
7965896,2010-05-04 13:04:00,246,1158,$65.71,Swipe Transaction,61541,Minneapolis,MN,55419.0,4900,
7965897,2010-05-04 13:04:00,592,4133,$8.71,Swipe Transaction,83229,Asheville,NC,28801.0,5411,
7965898,2010-05-04 13:04:00,752,2465,$-52.00,Swipe Transaction,68671,Medford,NY,11763.0,5541,
7965899,2010-05-04 13:04:00,868,5372,$51.09,Swipe Transaction,76639,Broken Arrow,OK,74014.0,5732,
7965900,2010-05-04 13:04:00,1041,2500,$13.43,Swipe Transaction,61195,Trion,GA,30753.0,5541,
7965901,2010-05-04 13:04:00,1378,2921,$16.11,Swipe Transaction,87188,Toledo,OH,43612.0,5812,
7965902,2010-05-04 13:05:00,906,2409,$11.34,Swipe Transaction,24504,Syracuse,UT,84075.0,4214,
7965903,2010-05-04 13:05:00,1020,1224,$16.92,Swipe Transaction,17493,Schaumburg,IL,60194.0,5812,
7965904,2010-05-04 13:05:00,1367,3893,$10.05,Swipe Transaction,50783,Green Bay,WI,54302.0,5411,
7965905,2010-05-04 13:06:00,164,2666,$2.95,Online Transaction,39261,ONLINE,,,5815,
7965906,2010-05-04 13:06:00,387,4601,$0.68,Swipe Transaction,20519,Avon,OH,44011.0,5942,
7965907,2010-05-04 13:06:00,840,2416,$10.95,Swipe Transaction,71667,San Francisco,CA,94131.0,7538,
7965908,2010-05-04 13:06:00,1223,1042,$466.00,Swipe Transaction,16790,Braintree,MA,2184.0,3389,
7965909,2010-05-04 13:06:00,1569,2392,$40.00,Swipe Transaction,27092,Woonsocket,SD,57385.0,4829,
7965910,2010-05-04 13:06:00,1977,965,$5.89,Swipe Transaction,20561,Griffith,IN,46319.0,5912,
7965911,2010-05-04 13:07:00,327,3063,$5.78,Swipe Transaction,50783,Concord,VT,5824.0,5411,
7965912,2010-05-04 13:07:00,672,3396,$36.81,Swipe Transaction,89490,Cosby,TN,37722.0,5300,
7965913,2010-05-04 13:07:00,752,2465,$52.00,Swipe Transaction,68671,Medford,NY,11763.0,5541,
7965914,2010-05-04 13:07:00,970,1012,$140.00,Swipe Transaction,27092,Palm Coast,FL,32137.0,4829,
7965915,2010-05-04 13:07:00,1019,5170,$120.73,Swipe Transaction,20479,Baldwin Park,CA,91706.0,8099,
7965917,2010-05-04 13:07:00,1852,2477,$19.25,Swipe Transaction,44578,Gilbert,AZ,85233.0,5812,
7965918,2010-05-04 13:08:00,55,3667,$2.03,Swipe Transaction,14528,Richmond,CA,94804.0,5499,
7965919,2010-05-04 13:08:00,447,5405,$10.69,Swipe Transaction,75936,Muskegon,MI,49441.0,5814,
7965920,2010-05-04 13:08:00,852,90,$14.91,Swipe Transaction,26810,Chiefland,FL,32644.0,5541,
7965921,2010-05-04 13:08:00,946,97,$0.15,Swipe Transaction,88646,Clarksville,PA,15322.0,5812,
7965923,2010-05-04 13:08:00,1432,4958,$12.69,Swipe Transaction,69972,Landing,NJ,7850.0,5814,
7965924,2010-05-04 13:08:00,1686,2999,$-171.00,Swipe Transaction,15426,Peoria,AZ,85345.0,3390,
7965925,2010-05-04 13:09:00,571,5960,$47.14,Swipe Transaction,46965,Martinsburg,WV,25401.0,7538,
7965926,2010-05-04 13:09:00,1208,1170,$10.12,Swipe Transaction,97956,Lewistown,PA,17044.0,5812,
7965927,2010-05-04 13:09:00,1451,3790,$6.86,Swipe Transaction,35451,Winthrop,MA,2152.0,5812,
7965928,2010-05-04 13:10:00,84,5750,$0.45,Swipe Transaction,20058,Lansing,NC,28643.0,5411,
7965929,2010-05-04 13:10:00,360,2611,$36.52,Swipe Transaction,81833,Leesburg,NJ,8327.0,5912,
7965930,2010-05-04 13:10:00,723,232,$10.90,Swipe Transaction,88646,Houston,TX,77015.0,5812,
7965931,2010-05-04 13:10:00,996,4661,$21.40,Swipe Transaction,12384,Hollywood,FL,33024.0,7349,
7965932,2010-05-04 13:11:00,746,3043,$89.78,Online Transaction,60569,ONLINE,,,5300,
7965933,2010-05-04 13:11:00,757,4175,$48.54,Online Transaction,81759,ONLINE,,,7349,
7965935,2010-05-04 13:11:00,1405,5039,$26.55,Swipe Transaction,81833,Grand Forks,ND,58203.0,5912,
7965936,2010-05-04 13:11:00,1969,4934,$28.29,Online Transaction,18563,ONLINE,,,4121,
7965937,2010-05-04 13:12:00,155,239,$2.42,Swipe Transaction,20519,Picayune,MS,39466.0,5942,
7965938,2010-05-04 13:12:00,639,129,$14.11,Swipe Transaction,78454,Sandusky,OH,44870.0,5812,
7965939,2010-05-04 13:12:00,795,5162,$81.58,Swipe Transaction,50783,Dallas,TX,75206.0,5411,
7965941,2010-05-04 13:12:00,1340,2954,$24.57,Swipe Transaction,69972,Houston,TX,77064.0,5814,
7965942,2010-05-04 13:13:00,176,972,$69.88,Swipe Transaction,17442,Atlanta,GA,30317.0,5411,
7965943,2010-05-04 13:13:00,419,3792,$25.64,Swipe Transaction,99483,Murphys,CA,95247.0,5912,
7965944,2010-05-04 13:13:00,425,5149,$-94.00,Swipe Transaction,22204,Carmel,CA,93923.0,5541,
7965945,2010-05-04 13:13:00,1453,1117,$130.44,Swipe Transaction,33936,Parrish,AL,35580.0,8021,
7965946,2010-05-04 13:13:00,1549,3780,$973.83,Swipe Transaction,57386,New Braunfels,TX,78130.0,3132,
7965947,2010-05-04 13:13:00,1560,2501,$221.71,Swipe Transaction,95155,Badger,IA,50516.0,5300,
7965948,2010-05-04 13:13:00,1989,3800,$133.99,Swipe Transaction,38602,Hyattsville,MD,20781.0,5311,Insufficient Balance
7965949,2010-05-04 13:14:00,89,2998,$51.12,Swipe Transaction,59935,Mesilla Park,NM,88047.0,5499,
7965950,2010-05-04 13:14:00,474,5845,$16.99,Swipe Transaction,41142,Williston Park,NY,11596.0,5411,
7965951,2010-05-04 13:14:00,650,3717,$120.00,Swipe Transaction,27092,Fort Worth,TX,76118.0,4829,
7965952,2010-05-04 13:14:00,823,5524,$74.00,Swipe Transaction,49789,Suffolk,VA,23434.0,5541,
7965954,2010-05-04 13:14:00,1520,2956,$1.32,Swipe Transaction,14528,San Francisco,CA,94112.0,5499,
7965955,2010-05-04 13:14:00,1686,2999,$190.43,Swipe Transaction,15426,Peoria,AZ,85345.0,3390,
7965956,2010-05-04 13:14:00,1888,1169,$12.47,Swipe Transaction,25887,Saint Louis,MO,63122.0,5814,
7965958,2010-05-04 13:15:00,1,4652,$58.25,Swipe Transaction,32175,Pensacola,FL,32505.0,7538,
7965959,2010-05-04 13:15:00,89,5584,$538.85,Swipe Transaction,80871,Las Vegas,NV,89117.0,3075,
7965960,2010-05-04 13:15:00,742,3071,$18.50,Swipe Transaction,20519,Chantilly,VA,20151.0,5942,
7965961,2010-05-04 13:15:00,961,2201,$17.57,Swipe Transaction,17020,Odessa,FL,33556.0,5411,
7965962,2010-05-04 13:15:00,1674,4510,$2.99,Swipe Transaction,22204,Wynne,AR,72396.0,5541,
7965963,2010-05-04 13:16:00,584,51,$34.22,Swipe Transaction,60569,Sacramento,CA,95812.0,5300,
7965964,2010-05-04 13:16:00,1622,2877,$83.82,Online Transaction,73186,ONLINE,,,4814,
7965965,2010-05-04 13:16:00,1693,5940,$10.84,Swipe Transaction,43732,Scottsdale,AZ,85260.0,5411,
7965967,2010-05-04 13:17:00,752,2465,$4.72,Swipe Transaction,68671,Medford,NY,11763.0,5541,
7965968,2010-05-04 13:18:00,1758,4686,$0.12,Swipe Transaction,14528,Meridian,MS,39301.0,5499,
7965969,2010-05-04 13:18:00,1837,2256,$48.59,Swipe Transaction,22204,Los Angeles,CA,90001.0,5541,
7965971,2010-05-04 13:19:00,711,4689,$80.00,Swipe Transaction,27092,Belleville,IL,62221.0,4829,
7965973,2010-05-04 13:19:00,1063,2015,$82.02,Swipe Transaction,64057,Apple River,IL,61001.0,4111,
7965975,2010-05-04 13:20:00,11,243,$15.46,Swipe Transaction,25887,Reisterstown,MD,21136.0,5814,
7965977,2010-05-04 13:20:00,662,2638,$47.69,Swipe Transaction,9547,Glen Ellyn,IL,60137.0,4121,
7965978,2010-05-04 13:20:00,798,963,$58.97,Swipe Transaction,89789,Murrieta,CA,92563.0,7538,
7965980,2010-05-04 13:20:00,1074,2044,$97.30,Swipe Transaction,86616,Lidgerwood,ND,58053.0,4814,
7965982,2010-05-04 13:20:00,1851,5528,$62.30,Swipe Transaction,86410,Roxboro,NC,27573.0,5211,
7965983,2010-05-04 13:21:00,44,5862,$27.79,Swipe Transaction,60569,Gold Hill,OR,97525.0,5300,
7965984,2010-05-04 13:21:00,64,5429,$17.98,Swipe Transaction,32066,Saint Marys,GA,31558.0,5411,
7965986,2010-05-04 13:21:00,823,5524,$-74.00,Swipe Transaction,49789,Suffolk,VA,23434.0,5541,
7965987,2010-05-04 13:21:00,947,5534,$19.51,Swipe Transaction,46284,Brooklyn,NY,11234.0,5411,
