7989920,2010-05-10 11:30:00,1799,3076,$-79.00,Swipe Transaction,43293,Woodinville,WA,98077.0,5499,
7989921,2010-05-10 11:31:00,349,4314,$6.59,Swipe Transaction,63812,North Lawrence,OH,44666.0,5411,
7989922,2010-05-10 11:31:00,1169,3389,$30.41,Online Transaction,41122,ONLINE,,,4784,
7989923,2010-05-10 11:32:00,1397,2957,$17.32,Swipe Transaction,88646,Muskogee,OK,74403.0,5812,
7989924,2010-05-10 11:32:00,1805,2546,$36.77,Swipe Transaction,50783,Cheboygan,MI,49721.0,5411,
7989925,2010-05-10 11:33:00,47,5080,$48.37,Swipe Transaction,36392,Bronx,NY,10456.0,5912,
7989926,2010-05-10 11:33:00,658,5548,$13.41,Swipe Transaction,79664,Gainesville,FL,32606.0,5814,
7989927,2010-05-10 11:33:00,1345,4208,$7.90,Swipe Transaction,79778,Gonzales,LA,70737.0,5411,
7989929,2010-05-10 11:33:00,1842,3743,$80.00,Swipe Transaction,27092,Rio Rancho,NM,87124.0,4829,
7989930,2010-05-10 11:33:00,1936,5551,$35.11,Swipe Transaction,30735,Richmond,VT,5477.0,5912,
7989931,2010-05-10 11:34:00,705,4597,$6.29,Swipe Transaction,77855,Walnut Creek,CA,94598.0,5310,
7989932,2010-05-10 11:34:00,750,3250,$132.61,Online Transaction,17976,ONLINE,,,4900,
7989933,2010-05-10 11:34:00,763,4993,$140.64,Swipe Transaction,51793,Wynnewood,PA,19096.0,5211,
7989934,2010-05-10 11:34:00,849,3823,$138.97,Swipe Transaction,30640,Philadelphia,PA,19116.0,8049,
7989935,2010-05-10 11:34:00,1192,1211,$18.08,Swipe Transaction,83480,Nerstrand,MN,55053.0,9402,
7989936,2010-05-10 11:34:00,1331,5027,$1.12,Swipe Transaction,56431,Olympia,WA,98516.0,5541,
7989937,2010-05-10 11:34:00,1487,4946,$19.52,Swipe Transaction,61195,Slippery Rock,PA,16057.0,5541,
7989938,2010-05-10 11:34:00,1613,4538,$21.38,Swipe Transaction,48919,Detroit,ME,4929.0,5311,
7989939,2010-05-10 11:34:00,1703,2969,$0.98,Swipe Transaction,76299,Grand Junction,CO,81506.0,5812,
7989940,2010-05-10 11:34:00,1799,3076,$68.03,Swipe Transaction,43293,Woodinville,WA,98077.0,5499,
7989941,2010-05-10 11:34:00,1916,2395,$60.00,Swipe Transaction,27092,Campbellton,FL,32426.0,4829,
7989942,2010-05-10 11:35:00,1123,3010,$11.79,Swipe Transaction,83480,Laurel Hill,NC,28351.0,9402,
7989943,2010-05-10 11:35:00,1269,4147,$1.05,Swipe Transaction,44559,Chicago,IL,60616.0,5411,
7989944,2010-05-10 11:35:00,1407,4695,$66.61,Swipe Transaction,3831,Bessemer,AL,35023.0,5411,
7989946,2010-05-10 11:36:00,81,2897,$12.14,Swipe Transaction,25887,Seguin,TX,78155.0,5814,
7989947,2010-05-10 11:36:00,235,5126,$2.46,Swipe Transaction,87630,New York,NY,10025.0,5912,
7989949,2010-05-10 11:36:00,581,3691,$21.61,Swipe Transaction,20561,Kenner,LA,70062.0,5912,
7989950,2010-05-10 11:36:00,1081,3892,$62.00,Swipe Transaction,22204,Aurora,CO,80013.0,5541,
7989951,2010-05-10 11:36:00,1439,235,$46.47,Swipe Transaction,27648,Mosheim,TN,37818.0,5300,
7989952,2010-05-10 11:36:00,1776,4938,$79.78,Online Transaction,39021,ONLINE,,,4784,
7989954,2010-05-10 11:36:00,1975,3882,$34.43,Online Transaction,39021,ONLINE,,,4784,
7989956,2010-05-10 11:37:00,1955,4184,$17.99,Swipe Transaction,11055,Canton,NC,28716.0,5411,
7989957,2010-05-10 11:38:00,78,5910,$3.79,Swipe Transaction,75781,Los Angeles,CA,90045.0,5411,
7989958,2010-05-10 11:38:00,375,2608,$9.13,Swipe Transaction,48728,Conover,NC,28613.0,5921,
7989961,2010-05-10 11:38:00,1369,3365,$7.52,Swipe Transaction,72351,Edinburgh,IN,46124.0,5541,
7989962,2010-05-10 11:38:00,1686,2617,$328.10,Online Transaction,73186,ONLINE,,,4814,
7989963,2010-05-10 11:39:00,172,1232,$56.38,Swipe Transaction,32175,Decatur,IL,62526.0,7538,
7989965,2010-05-10 11:39:00,1315,2556,$11.54,Swipe Transaction,61195,Mc Leansboro,IL,62859.0,5541,
7989966,2010-05-10 11:39:00,1904,2555,$8.99,Swipe Transaction,45926,Mcalester,OK,74501.0,5814,
7989967,2010-05-10 11:40:00,126,2191,$159.37,Swipe Transaction,13451,Little Rock,AR,72209.0,5300,
7989968,2010-05-10 11:40:00,467,3914,$8.05,Swipe Transaction,49890,Grosse Pointe,MI,48236.0,5411,
7989969,2010-05-10 11:40:00,565,5459,$100.00,Swipe Transaction,27092,Carrollton,TX,75007.0,4829,
7989970,2010-05-10 11:40:00,1595,2429,$25.45,Swipe Transaction,66428,Bronx,NY,10463.0,4121,
7989971,2010-05-10 11:40:00,1859,5018,$5.79,Swipe Transaction,50867,Middletown,NY,10940.0,5541,
7989972,2010-05-10 11:41:00,376,4704,$74.69,Swipe Transaction,5070,Vincentown,NJ,8088.0,7230,
7989974,2010-05-10 11:42:00,64,5429,$28.15,Swipe Transaction,83271,Buena Park,CA,90620.0,4214,
7989977,2010-05-10 11:42:00,1453,1117,$5.85,Swipe Transaction,45122,Parrish,AL,35580.0,5912,
7989978,2010-05-10 11:42:00,1827,3395,$4.00,Swipe Transaction,34490,San Diego,CA,92126.0,5719,
7989979,2010-05-10 11:43:00,69,2514,$96.41,Swipe Transaction,41687,Dover,OH,44622.0,8099,
7989981,2010-05-10 11:43:00,779,3299,$-70.00,Swipe Transaction,59935,Pottsboro,TX,75076.0,5499,
7989982,2010-05-10 11:43:00,912,3845,$53.89,Swipe Transaction,86410,Fort Lauderdale,FL,33301.0,5211,
7989984,2010-05-10 11:43:00,1750,5801,$16.26,Swipe Transaction,29682,La Grange,IL,60525.0,5411,
7989985,2010-05-10 11:43:00,1799,3076,$79.00,Swipe Transaction,43293,Woodinville,WA,98077.0,5499,
7989986,2010-05-10 11:44:00,1262,2432,$82.00,Swipe Transaction,28395,Fort Jones,CA,96032.0,5541,
7989989,2010-05-10 11:44:00,1756,4259,$39.12,Swipe Transaction,79927,Durham,NC,27712.0,5912,
7989990,2010-05-10 11:44:00,1873,4741,$24.96,Online Transaction,41122,ONLINE,,,4784,
7989991,2010-05-10 11:45:00,257,5127,$2.78,Swipe Transaction,14528,North Hollywood,CA,91605.0,5499,
7989992,2010-05-10 11:45:00,1138,2122,$3.58,Swipe Transaction,32175,Pelham,AL,35124.0,7538,
7989993,2010-05-10 11:45:00,1345,2497,$35.78,Swipe Transaction,54070,Gonzales,LA,70737.0,5310,
7989994,2010-05-10 11:45:00,1989,3800,$340.60,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,
7989995,2010-05-10 11:46:00,127,988,$4.16,Swipe Transaction,26629,Luverne,AL,36049.0,5912,
7989996,2010-05-10 11:46:00,331,3818,$7.11,Swipe Transaction,43293,Andrews,SC,29510.0,5499,
7989999,2010-05-10 11:46:00,938,231,$10.08,Swipe Transaction,50135,De Soto,KS,66018.0,5812,
7990000,2010-05-10 11:46:00,1575,5582,$120.00,Swipe Transaction,27092,Osprey,FL,34229.0,4829,
