7822124,2010-03-29 14:45:00,1198,2804,$34.06,Online Transaction,41122,ONLINE,,,4784,Bad Card Number
7822125,2010-03-29 14:46:00,408,2515,$148.36,Swipe Transaction,60569,Mason,WI,54856.0,5300,
7822126,2010-03-29 14:46:00,724,2876,$62.29,Swipe Transaction,32175,Owasso,OK,74055.0,7538,
7822127,2010-03-29 14:46:00,1240,3876,$26.58,Swipe Transaction,16973,Coshocton,OH,43812.0,5300,
7822129,2010-03-29 14:47:00,364,4623,$14.80,Swipe Transaction,24504,Rutledge,TN,37861.0,4214,
7822131,2010-03-29 14:47:00,692,5860,$-64.00,Swipe Transaction,43293,Almont,MI,48003.0,5499,
7822132,2010-03-29 14:47:00,1332,2406,$2.05,Swipe Transaction,86438,Port Chester,NY,10573.0,5499,
7822134,2010-03-29 14:47:00,1563,2054,$-73.00,Swipe Transaction,61195,Los Angeles,CA,90003.0,5541,
7822137,2010-03-29 14:48:00,1095,5060,$54.06,Swipe Transaction,59935,Ridgewood,NY,11385.0,5499,
7822138,2010-03-29 14:48:00,1121,5817,$5.28,Swipe Transaction,83480,Charleston,SC,29492.0,9402,
7822140,2010-03-29 14:48:00,1776,4938,$66.00,Swipe Transaction,61195,Nashport,OH,43830.0,5541,
7822141,2010-03-29 14:48:00,1799,5909,$38.16,Swipe Transaction,20519,Seattle,WA,98103.0,5942,
7822143,2010-03-29 14:49:00,104,4205,$1.71,Swipe Transaction,35451,Grand Prairie,TX,75051.0,5812,
7822144,2010-03-29 14:49:00,704,2168,$20.23,Swipe Transaction,74146,Mount Kisco,NY,10549.0,4121,
7822145,2010-03-29 14:49:00,1598,3889,$67.55,Swipe Transaction,60569,Fresno,CA,93701.0,5300,
7822146,2010-03-29 14:49:00,1718,5144,$47.58,Online Transaction,15143,ONLINE,,,4784,
7822147,2010-03-29 14:50:00,40,2437,$7.48,Swipe Transaction,25481,Rockford,IL,61101.0,5912,
7822148,2010-03-29 14:50:00,1236,5815,$21.30,Swipe Transaction,11622,Colorado Springs,CO,80913.0,5211,
7822150,2010-03-29 14:50:00,1397,2957,$-85.00,Swipe Transaction,59935,Pryor,OK,74361.0,5499,
7822149,2010-03-29 14:50:00,1397,2957,$85.00,Swipe Transaction,59935,Pryor,OK,74361.0,5499,
7822151,2010-03-29 14:50:00,1881,2554,$1.54,Swipe Transaction,86438,Dearborn,MI,48124.0,5499,
7822152,2010-03-29 14:51:00,208,2426,$88.18,Swipe Transaction,43293,Bothell,WA,98021.0,5499,
7822153,2010-03-29 14:51:00,432,1146,$83.57,Swipe Transaction,22798,Newland,NC,28657.0,5300,
7822154,2010-03-29 14:51:00,692,5860,$36.67,Swipe Transaction,43293,Almont,MI,48003.0,5499,
7822155,2010-03-29 14:51:00,1563,2054,$73.00,Swipe Transaction,61195,Los Angeles,CA,90003.0,5541,
7822156,2010-03-29 14:52:00,200,2875,$37.06,Swipe Transaction,32858,King,NC,27021.0,5311,
7822160,2010-03-29 14:52:00,840,2083,$120.00,Swipe Transaction,27092,San Mateo,CA,94403.0,4829,
7822161,2010-03-29 14:52:00,845,2855,$53.86,Swipe Transaction,48919,Fort Walton Beach,FL,32547.0,5311,
7822162,2010-03-29 14:52:00,1105,218,$100.00,Swipe Transaction,27092,Leander,TX,78641.0,4829,
7822163,2010-03-29 14:52:00,1591,2056,$15.96,Online Transaction,88998,ONLINE,,,4784,
7822164,2010-03-29 14:52:00,1659,260,$28.21,Swipe Transaction,63683,Wauconda,IL,60084.0,4121,
7822165,2010-03-29 14:52:00,1771,5937,$31.01,Swipe Transaction,89069,Roseville,CA,95678.0,5251,
7822166,2010-03-29 14:52:00,1852,2477,$87.00,Swipe Transaction,61195,Chandler,AZ,85226.0,5541,
7822167,2010-03-29 14:52:00,1916,3258,$31.63,Swipe Transaction,61195,Mexico City,Mexico,,5541,
7822168,2010-03-29 14:52:00,1997,5808,$17.39,Swipe Transaction,24504,Clear Lake,MN,55319.0,4214,
7822169,2010-03-29 14:53:00,150,5775,$75.64,Swipe Transaction,99365,Lorton,VA,22079.0,7230,
7822172,2010-03-29 14:53:00,1151,5006,$4.70,Swipe Transaction,8982,Princeton,NJ,8540.0,5912,
7822173,2010-03-29 14:53:00,1345,5984,$160.00,Swipe Transaction,27092,Port Allen,LA,70767.0,4829,
7822174,2010-03-29 14:53:00,1433,5841,$15.12,Swipe Transaction,83480,Mobile,AL,36695.0,9402,
7822175,2010-03-29 14:54:00,77,2438,$236.37,Swipe Transaction,8584,Camp Hill,PA,17011.0,8099,
7822176,2010-03-29 14:54:00,98,4237,$16.93,Swipe Transaction,75781,Seymour,IL,61875.0,5411,
7822177,2010-03-29 14:54:00,385,5124,$13.86,Swipe Transaction,77137,Bluffton,SC,29910.0,7210,
7822178,2010-03-29 14:54:00,667,4563,$60.00,Swipe Transaction,27092,Oakton,VA,22124.0,4829,
7822179,2010-03-29 14:54:00,1083,5527,$9.48,Swipe Transaction,61195,Ashland,KY,41102.0,5541,
7822180,2010-03-29 14:54:00,1916,3258,$-92.00,Swipe Transaction,61195,Mexico City,Mexico,,5541,
7822182,2010-03-29 14:55:00,652,4607,$16.59,Swipe Transaction,30055,West Hartford,CT,6119.0,7832,
7822183,2010-03-29 14:55:00,782,2216,$87.00,Swipe Transaction,43293,Defiance,OH,43512.0,5499,
7822184,2010-03-29 14:55:00,1034,2853,$299.72,Swipe Transaction,5134,Matthews,NC,28105.0,4900,
7822185,2010-03-29 14:55:00,1695,114,$24.11,Swipe Transaction,56947,Whittier,CA,90603.0,7542,
7822186,2010-03-29 14:55:00,1843,5752,$42.85,Swipe Transaction,59935,Chicago Heights,IL,60411.0,5499,
7822187,2010-03-29 14:56:00,456,4576,$47.08,Swipe Transaction,69956,Fort Myers,FL,33912.0,5310,
7822188,2010-03-29 14:56:00,1540,3763,$47.22,Online Transaction,39021,ONLINE,,,4784,
7822189,2010-03-29 14:56:00,1902,4286,$12.26,Swipe Transaction,86203,Caldwell,OH,43724.0,5814,
7822190,2010-03-29 14:56:00,1909,1136,$59.34,Swipe Transaction,75781,Los Angeles,CA,90008.0,5411,
7822191,2010-03-29 14:58:00,692,5860,$64.00,Swipe Transaction,43293,Almont,MI,48003.0,5499,
7822192,2010-03-29 14:58:00,794,3430,$28.43,Swipe Transaction,32175,Inglewood,CA,90301.0,7538,
7822193,2010-03-29 14:58:00,1095,5060,$-81.00,Swipe Transaction,59935,Ridgewood,NY,11385.0,5499,
7822194,2010-03-29 14:58:00,1330,2189,$40.85,Online Transaction,15143,ONLINE,,,4784,
7822195,2010-03-29 14:59:00,442,2117,$64.15,Swipe Transaction,69525,Barnhart,MO,63012.0,7230,
7822197,2010-03-29 14:59:00,782,2216,$50.05,Swipe Transaction,43293,Defiance,OH,43512.0,5499,
7822198,2010-03-29 14:59:00,970,1012,$8.24,Swipe Transaction,28395,Port Orange,FL,32128.0,5541,
7822199,2010-03-29 14:59:00,1229,5547,$-80.00,Swipe Transaction,59935,Pinehurst,NC,28374.0,5499,
7822201,2010-03-29 15:00:00,511,2212,$16.19,Swipe Transaction,75781,Tucson,AZ,85711.0,5411,
7822202,2010-03-29 15:00:00,543,4708,$11.90,Swipe Transaction,62119,Coos Bay,OR,97420.0,5411,
7822203,2010-03-29 15:00:00,1463,5499,$80.00,Swipe Transaction,27092,Newburgh,NY,12550.0,4829,
7822204,2010-03-29 15:01:00,98,4237,$14.67,Swipe Transaction,53428,Danville,IL,61832.0,5921,
7822205,2010-03-29 15:01:00,909,3719,$98.00,Swipe Transaction,56431,Olympia,WA,98516.0,5541,
