7977892,2010-05-07 12:12:00,1551,2988,$6.58,Swipe Transaction,75781,Loami,IL,62661.0,5411,
7977893,2010-05-07 12:12:00,1937,4193,$13.61,Swipe Transaction,48919,Saint Peters,MO,63376.0,5311,
7977894,2010-05-07 12:13:00,33,5120,$129.99,Swipe Transaction,94414,Carson City,NV,89706.0,4900,
7977895,2010-05-07 12:13:00,545,5802,$10.08,Swipe Transaction,83271,Champaign,IL,61820.0,4214,
7977897,2010-05-07 12:14:00,303,984,$85.20,Swipe Transaction,68668,Windsor,CO,80550.0,5300,
7977898,2010-05-07 12:14:00,598,32,$1.42,Swipe Transaction,86438,Whitefield,NH,3598.0,5499,
7977899,2010-05-07 12:14:00,951,3330,$20.03,Online Transaction,18563,ONLINE,,,4121,
7977901,2010-05-07 12:15:00,79,2931,$-88.00,Swipe Transaction,61195,Navarre,FL,32566.0,5541,
7977903,2010-05-07 12:15:00,1379,2604,$57.54,Swipe Transaction,98372,Clinton Township,MI,48036.0,5411,
7977904,2010-05-07 12:15:00,1581,2519,$7.11,Swipe Transaction,92883,Pensacola,FL,32503.0,5812,
7977905,2010-05-07 12:15:00,1826,5779,$7.19,Swipe Transaction,77913,Lady Lake,FL,32159.0,5411,
7977907,2010-05-07 12:15:00,1962,2594,$19.03,Swipe Transaction,72351,Clarksville,IN,47129.0,5541,
7977908,2010-05-07 12:16:00,4,3413,$10.13,Swipe Transaction,88646,Seattle,WA,98122.0,5812,
7977910,2010-05-07 12:16:00,400,3776,$21.68,Online Transaction,88459,ONLINE,,,5311,
7977911,2010-05-07 12:16:00,605,212,$2.76,Swipe Transaction,75781,Brooklyn,NY,11210.0,5411,
7977912,2010-05-07 12:16:00,986,2139,$115.99,Swipe Transaction,77223,Freeport,NY,11520.0,5300,
7977913,2010-05-07 12:16:00,1666,178,$8.81,Swipe Transaction,25887,Rincon,GA,31326.0,5814,
7977914,2010-05-07 12:17:00,162,2240,$38.32,Swipe Transaction,20519,Waterford,MI,48329.0,5942,
7977915,2010-05-07 12:17:00,490,5133,$60.99,Swipe Transaction,60569,San Antonio,TX,78232.0,5300,
7977916,2010-05-07 12:17:00,980,2454,$-78.00,Swipe Transaction,60600,Great Bend,KS,67530.0,5499,
7977917,2010-05-07 12:17:00,1958,3680,$11.74,Swipe Transaction,48919,Bunnlevel,NC,28323.0,5311,
7977918,2010-05-07 12:18:00,391,4936,$5.96,Swipe Transaction,53097,Myrtle Beach,SC,29579.0,5812,
7977919,2010-05-07 12:18:00,402,2536,$22.98,Online Transaction,39021,ONLINE,,,4784,
7977920,2010-05-07 12:19:00,89,2640,$10.60,Swipe Transaction,22938,Clovis,NM,88101.0,5812,
7977923,2010-05-07 12:19:00,488,5413,$2.50,Swipe Transaction,32552,Tifton,GA,31793.0,5411,
7977924,2010-05-07 12:19:00,1222,1076,$6.55,Swipe Transaction,50783,Hailey,ID,83333.0,5411,
7977925,2010-05-07 12:20:00,44,5862,$34.57,Swipe Transaction,19756,Springfield,OR,97477.0,7832,
7977926,2010-05-07 12:21:00,917,3410,$40.00,Swipe Transaction,27092,Chula Vista,CA,91910.0,4829,
7977927,2010-05-07 12:21:00,1445,2899,$79.00,Swipe Transaction,43293,Claypool,IN,46510.0,5499,
